pupil,school,minority,sex,ses,mathach
p2266,s3533,No,Male,-0.628,4.872
p2267,s3610,Yes,Male,0.632,12.164
p2268,s3610,No,Female,0.322,16.902
p2269,s3610,Yes,Female,0.492,14.908
p2270,s3610,No,Male,-0.108,17.915
p2271,s3610,No,Male,1.372,22.713
p2272,s3610,No,Female,0.342,18.94
p2273,s3610,No,Male,0.942,14.811
p2274,s3610,No,Female,-0.078,21.734
p2275,s3610,No,Male,0.852,22.293
p2276,s3610,Yes,Female,0.942,16.439
p2277,s3610,No,Female,0.012,17.522
p2278,s3610,No,Male,0.722,22.384
p2279,s3610,Yes,Male,-1.048,1.443
p2280,s3610,No,Male,0.452,14.46
p2281,s3610,No,Male,0.942,24.545
p2282,s3610,Yes,Male,0.502,14.387
p2283,s3610,No,Female,-0.448,15.053
p2284,s3610,No,Male,1.012,21.034
p2285,s3610,No,Female,-0.418,4.695
p2286,s3610,No,Male,-0.078,11.691
p2287,s3610,No,Female,0.432,14.63
p2288,s3610,No,Male,0.062,15.045
p2289,s3610,No,Female,-0.488,16.854
p2290,s3610,Yes,Female,0.272,17.409
p2291,s3610,Yes,Female,-0.548,3.005
p2292,s3610,Yes,Male,-0.758,8.924
p2293,s3610,No,Female,0.652,23.336
p2294,s3610,No,Male,-0.708,23.822
p2295,s3610,No,Male,-0.658,6.207
p2296,s3610,No,Female,0.472,18.111
p2297,s3610,No,Female,-0.578,22.813
p2298,s3610,Yes,Male,0.842,8.622
p2299,s3610,No,Male,0.132,21.31
p2300,s3610,Yes,Female,-0.458,2.785
p2301,s3610,No,Male,-0.648,14.759
p2302,s3610,No,Male,-0.108,23.619
p2303,s3610,No,Male,-0.548,11.267
p2304,s3610,Yes,Male,1.332,16.139
p2305,s3610,No,Male,0.432,14.598
p2306,s3610,No,Female,1.262,23.723
p2307,s3610,Yes,Female,-0.678,8.565
p2308,s3610,Yes,Male,0.792,15.896
p2309,s3610,No,Female,0.892,9.03
p2310,s3610,No,Female,1.292,11.243
p2311,s3610,Yes,Female,-0.398,8.633
p2312,s3610,Yes,Male,-0.188,9.949
p2313,s3610,No,Male,-0.228,20.863
p2314,s3610,Yes,Male,-0.008,14.126
p2315,s3610,No,Male,0.602,13.942
p2316,s3610,Yes,Female,1.072,17.007
p2317,s3610,No,Male,-0.258,18.874
p2318,s3610,No,Male,-0.488,5.228
p2319,s3610,No,Female,-0.318,9.993
p2320,s3610,No,Male,-0.038,13.301
p2321,s3610,No,Male,0.042,16.428
p2322,s3610,No,Female,0.092,19.533
p2323,s3610,No,Male,-0.368,8.92
p2324,s3610,No,Female,-0.408,9.762
p2325,s3610,No,Male,-0.478,22.357
p2326,s3610,No,Female,-0.248,21.776
p2327,s3610,No,Female,-0.408,19.899
p2328,s3610,Yes,Female,0.812,12.565
p2329,s3610,No,Male,-0.338,22.688
p2330,s3610,Yes,Female,-0.808,19.128
p2331,s3657,No,Male,1.062,22.04
p2332,s3657,No,Female,-1.258,2.832
p2333,s3657,No,Male,-0.068,21.136
p2334,s3657,No,Female,-0.288,13.156
p2335,s3657,No,Female,0.452,17.508
p2336,s3657,No,Female,-0.748,5.122
p2337,s3657,No,Female,-0.478,7.147
p2338,s3657,No,Male,-0.078,3.448
p2339,s3657,No,Female,-1.048,17.736
p2340,s3657,No,Male,0.252,20.048
p2341,s3657,No,Female,-0.438,3.967
p2342,s3657,No,Female,-1.398,0.93
p2343,s3657,No,Male,-0.168,3.008
p2344,s3657,No,Female,-0.538,11.809
p2345,s3657,No,Female,1.022,12.267
p2346,s3657,No,Male,-0.688,21.082
p2347,s3657,No,Male,-1.358,8.043
p2348,s3657,No,Female,-1.068,8.152
p2349,s3657,No,Female,-0.858,6.504
p2350,s3657,No,Female,-1.948,-1.073
p2351,s3657,Yes,Male,-0.828,2.984
p2352,s3657,No,Male,-0.128,13.382
p2353,s3657,No,Male,-0.718,2.671
p2354,s3657,No,Male,1.512,18.61
p2355,s3657,No,Female,-1.358,5.528
p2356,s3657,No,Male,-1.978,12.486
p2357,s3657,No,Female,-0.928,1.471
p2358,s3657,No,Male,-0.248,-1.712
p2359,s3657,No,Female,-0.918,2.993
p2360,s3657,No,Male,0.452,23.205
p2361,s3657,No,Male,-1.598,23.053
p2362,s3657,No,Female,-1.358,3.583
p2363,s3657,No,Female,-0.128,6.506
p2364,s3657,No,Female,-1.148,24.993
p2365,s3657,No,Female,0.212,23.413
p2366,s3657,No,Male,0.172,8.141
p2367,s3657,No,Female,-1.038,4.858
p2368,s3657,No,Male,-1.488,1.912
p2369,s3657,No,Female,-1.838,2.957
p2370,s3657,No,Male,-1.338,16.732
p2371,s3657,No,Female,-0.678,0.008
p2372,s3657,No,Female,0.172,3.973
p2373,s3657,No,Female,-1.058,11.771
p2374,s3657,No,Male,-0.628,17.662
p2375,s3657,No,Male,-0.768,8.464
p2376,s3657,No,Female,-0.458,6.69
p2377,s3657,No,Male,-0.938,15.549
p2378,s3657,No,Female,-1.068,-1.045
p2379,s3657,No,Female,-0.898,1.125
p2380,s3657,No,Female,-2.008,5.891
p2381,s3657,No,Male,-0.448,12.864
p2382,s3688,No,Female,0.132,11.233
p2383,s3688,Yes,Female,1.262,1.076
p2384,s3688,No,Female,0.542,21.734
p2385,s3688,No,Female,-0.028,1.776
p2386,s3688,No,Female,0.182,7.838
p2387,s3688,No,Female,0.722,21.161
p2388,s3688,No,Female,0.762,23.363
p2389,s3688,No,Female,-0.008,21.023
p2390,s3688,No,Female,1.332,24.138
p2391,s3688,No,Female,0.062,19.719
p2392,s3688,No,Female,0.482,7.043
p2393,s3688,No,Female,0.732,22.022
p2394,s3688,No,Female,0.392,18.839
p2395,s3688,No,Female,0.442,17.999
p2396,s3688,No,Female,0.102,20.358
p2397,s3688,No,Female,-0.458,20.449
p2398,s3688,No,Female,0.362,5.425
p2399,s3688,No,Female,0.722,18.309
p2400,s3688,No,Female,0.132,8.156
p2401,s3688,No,Female,0.512,22.031
p2402,s3688,No,Female,0.902,14.129
p2403,s3688,No,Female,-0.138,7.762
p2404,s3688,No,Female,0.932,15.969
p2405,s3688,No,Female,1.432,18.614
p2406,s3688,No,Female,-0.078,6.928
p2407,s3688,No,Female,-0.058,21.935
p2408,s3688,No,Female,0.222,17.308
p2409,s3688,No,Female,-0.358,21.444
p2410,s3688,No,Female,0.752,19.62
p2411,s3688,No,Female,1.072,19.566
p2412,s3688,No,Female,1.262,20.677
p2413,s3688,No,Female,0.152,1.84
p2414,s3688,No,Female,0.952,11.178
p2415,s3688,No,Female,-0.048,3.078
p2416,s3688,No,Female,-1.408,19.906
p2417,s3688,No,Female,0.382,15.102
p2418,s3688,No,Female,0.852,10.226
p2419,s3688,No,Female,0.542,14.372
p2420,s3688,No,Female,0.532,11.252
p2421,s3688,No,Female,0.502,13.589
p2422,s3688,No,Female,0.502,14.073
p2423,s3688,No,Female,0.422,11.021
p2424,s3688,No,Female,-0.288,6.938
p2425,s3705,No,Male,1.292,18.032
p2426,s3705,Yes,Male,0.062,3.78
p2427,s3705,No,Male,0.072,0.583
p2428,s3705,No,Male,0.432,4.215
p2429,s3705,No,Male,0.612,10.16
p2430,s3705,No,Male,-0.458,23.152
p2431,s3705,No,Female,0.802,16.286
p2432,s3705,Yes,Male,-0.328,8.147
p2433,s3705,Yes,Female,-0.078,4.285
p2434,s3705,Yes,Female,-0.288,4.72
p2435,s3705,No,Female,1.292,12.963
p2436,s3705,No,Male,0.302,13.207
p2437,s3705,No,Female,1.512,8.845
p2438,s3705,No,Male,0.412,13.695
p2439,s3705,No,Female,0.112,10.921
p2440,s3705,Yes,Male,0.212,15.469
p2441,s3705,Yes,Male,0.542,15.554
p2442,s3705,Yes,Female,-1.048,9.283
p2443,s3705,No,Male,0.052,10.957
p2444,s3705,Yes,Female,-0.748,11.411
p2445,s3705,No,Female,0.592,16.918
p2446,s3705,Yes,Female,0.842,1.133
p2447,s3705,Yes,Female,0.072,12.889
p2448,s3705,Yes,Male,1.012,8.741
p2449,s3705,Yes,Female,-1.478,0.525
p2450,s3705,No,Female,0.752,4.054
p2451,s3705,Yes,Female,-1.138,10.712
p2452,s3705,No,Female,-0.178,16.977
p2453,s3705,Yes,Female,1.182,-1.254
p2454,s3705,Yes,Male,0.382,12.542
p2455,s3705,Yes,Male,-0.278,11.598
p2456,s3705,No,Male,0.712,6.196
p2457,s3705,Yes,Male,1.012,13.162
p2458,s3705,Yes,Female,-1.188,9.542
p2459,s3705,No,Male,0.372,12.647
p2460,s3705,No,Female,0.182,17.57
p2461,s3705,No,Male,0.122,-2.832
p2462,s3705,No,Female,1.452,17.517
p2463,s3705,Yes,Female,-0.138,4.522
p2464,s3705,Yes,Female,-0.098,17.241
p2465,s3705,No,Female,0.192,-0.128
p2466,s3705,No,Female,0.622,20.067
p2467,s3705,Yes,Male,0.372,17.701
p2468,s3705,Yes,Male,0.192,12.223
p2469,s3705,Yes,Male,0.232,8.998
p2470,s3716,No,Male,-0.018,23.14
p2471,s3716,Yes,Male,-0.678,-2.832
p2472,s3716,Yes,Female,-1.578,6.189
p2473,s3716,No,Female,0.502,15.271
p2474,s3716,No,Male,0.042,8.067
p2475,s3716,No,Male,0.212,13.131
p2476,s3716,No,Female,-0.358,5.206
p2477,s3716,Yes,Female,-1.498,-1.922
p2478,s3716,No,Female,-0.508,20.271
p2479,s3716,Yes,Male,-2.128,-0.568
p2480,s3716,No,Male,0.282,23.855
p2481,s3716,Yes,Male,0.202,19.359
p2482,s3716,No,Female,-0.188,8.052
p2483,s3716,No,Female,0.482,23.912
p2484,s3716,Yes,Male,-0.918,9.431
p2485,s3716,No,Male,-0.568,14.477
p2486,s3716,Yes,Female,-1.498,5.902
p2487,s3716,Yes,Male,0.832,17.321
p2488,s3716,Yes,Female,-1.048,-2.559
p2489,s3716,No,Male,0.462,19.716
p2490,s3716,No,Male,0.212,11.522
p2491,s3716,No,Male,1.062,21.964
p2492,s3716,Yes,Female,-1.068,10.911
p2493,s3716,Yes,Female,-1.128,1.242
p2494,s3716,Yes,Female,-0.808,8.494
p2495,s3716,Yes,Female,-1.208,3.115
p2496,s3716,Yes,Female,-0.338,0.066
p2497,s3716,Yes,Female,-1.218,4.418
p2498,s3716,No,Male,0.002,18.031
p2499,s3716,Yes,Male,-1.308,13.74
p2500,s3716,No,Male,-0.318,4.521
p2501,s3716,No,Female,-0.418,20.579
p2502,s3716,Yes,Female,-1.208,8.494
p2503,s3716,Yes,Male,-1.058,1.248
p2504,s3716,Yes,Female,0.942,1.316
p2505,s3716,No,Male,0.482,16.706
p2506,s3716,No,Female,1.262,21.512
p2507,s3716,Yes,Female,-0.508,3.441
p2508,s3716,Yes,Male,-1.158,22.894
p2509,s3716,Yes,Female,-0.538,-0.167
p2510,s3716,Yes,Female,-0.958,5.649
p2511,s3838,No,Male,-0.898,8.291
p2512,s3838,Yes,Male,0.432,22.805
p2513,s3838,Yes,Male,0.792,10.294
p2514,s3838,Yes,Female,-0.178,8.57
p2515,s3838,No,Male,1.182,9.137
p2516,s3838,No,Female,0.642,10.041
p2517,s3838,No,Male,0.592,24.133
p2518,s3838,Yes,Male,-0.528,16.83
p2519,s3838,No,Male,0.982,21.067
p2520,s3838,Yes,Female,0.392,10.882
p2521,s3838,No,Female,-0.318,9.545
p2522,s3838,No,Female,1.072,16.25
p2523,s3838,Yes,Male,-0.178,17.068
p2524,s3838,Yes,Male,0.052,11.128
p2525,s3838,Yes,Male,0.502,9.478
p2526,s3838,Yes,Male,-1.218,12.112
p2527,s3838,No,Female,1.132,17.645
p2528,s3838,Yes,Female,-0.848,9.79
p2529,s3838,Yes,Male,0.772,13.003
p2530,s3838,Yes,Female,-0.068,8.949
p2531,s3838,Yes,Female,-1.448,16.003
p2532,s3838,No,Male,0.232,23.371
p2533,s3838,Yes,Male,-0.768,16.158
p2534,s3838,Yes,Male,0.202,21.923
p2535,s3838,Yes,Female,0.162,20.116
p2536,s3838,No,Male,1.022,23.443
p2537,s3838,No,Female,0.952,17.732
p2538,s3838,Yes,Male,0.422,10.112
p2539,s3838,No,Female,0.812,20.322
p2540,s3838,No,Female,0.532,13.402
p2541,s3838,Yes,Male,-1.208,13.697
p2542,s3838,No,Female,0.342,12.424
p2543,s3838,Yes,Male,0.312,16.261
p2544,s3838,No,Female,0.102,20.583
p2545,s3838,No,Female,-0.578,22.365
p2546,s3838,No,Female,0.142,12.05
p2547,s3838,No,Male,-0.288,18.182
p2548,s3838,No,Male,0.902,20.305
p2549,s3838,Yes,Male,0.152,12.176
p2550,s3838,No,Female,-0.388,24.623
p2551,s3838,No,Male,0.452,11.715
p2552,s3838,No,Female,0.212,12.005
p2553,s3838,No,Female,0.682,15.513
p2554,s3838,No,Male,-0.118,21.2
p2555,s3838,No,Female,-0.728,23.053
p2556,s3838,No,Male,-0.548,22.284
p2557,s3838,No,Female,-0.108,19.685
p2558,s3838,No,Male,0.812,18.325
p2559,s3838,Yes,Male,-0.958,14.045
p2560,s3838,No,Male,0.612,22.735
p2561,s3838,No,Female,0.942,8.675
p2562,s3838,Yes,Female,-0.538,14.401
p2563,s3838,No,Male,0.662,18.628
p2564,s3838,No,Female,0.552,22.862
p2565,s3881,No,Female,0.042,0.785
p2566,s3881,No,Female,0.712,7.293
p2567,s3881,Yes,Female,0.112,2.543
p2568,s3881,No,Female,-0.008,16.815
p2569,s3881,No,Male,-0.068,13.392
p2570,s3881,No,Female,0.762,15.85
p2571,s3881,No,Female,0.162,10.853
p2572,s3881,No,Female,-0.138,5.29
p2573,s3881,No,Male,-0.348,4.723
p2574,s3881,No,Male,-0.048,5.816
p2575,s3881,No,Male,-0.408,4.765
p2576,s3881,No,Female,-0.468,15.77
p2577,s3881,No,Male,-0.358,22.835
p2578,s3881,No,Female,-0.208,2.875
p2579,s3881,No,Male,0.192,11.29
p2580,s3881,No,Female,0.382,3.631
p2581,s3881,No,Male,-0.288,6.215
p2582,s3881,No,Male,-0.918,18.368
p2583,s3881,Yes,Male,-0.278,14.728
p2584,s3881,No,Female,-0.238,23.736
p2585,s3881,No,Male,-0.118,14.77
p2586,s3881,No,Male,0.772,18.472
p2587,s3881,No,Male,0.392,19.277
p2588,s3881,No,Female,1.172,12.535
p2589,s3881,No,Male,0.552,5.924
p2590,s3881,No,Female,-0.628,8.141
p2591,s3881,No,Male,0.512,19.74
p2592,s3881,No,Male,0.972,22.056
p2593,s3881,No,Male,0.642,9.178
p2594,s3881,No,Male,0.792,21.434
p2595,s3881,Yes,Female,-0.118,13.282
p2596,s3881,No,Male,-0.678,7.557
p2597,s3881,No,Female,0.542,6.373
p2598,s3881,No,Female,0.992,13.388
p2599,s3881,No,Male,-0.298,19.845
p2600,s3881,No,Male,0.302,8.64
p2601,s3881,No,Male,0.572,6.098
p2602,s3881,No,Female,1.152,24.079
p2603,s3881,No,Female,-0.058,14.7
p2604,s3881,Yes,Male,-0.358,5.112
p2605,s3881,No,Male,-0.468,11.744
p2606,s3967,No,Female,-0.498,14.543
p2607,s3967,No,Female,-0.798,13.424
p2608,s3967,No,Male,-0.548,9.408
p2609,s3967,No,Male,-0.368,0.492
p2610,s3967,No,Female,-0.948,9.09
p2611,s3967,No,Female,-0.538,14.43
p2612,s3967,No,Male,-0.988,9.086
p2613,s3967,No,Female,-0.388,11.489
p2614,s3967,No,Female,-0.858,10.613
p2615,s3967,No,Male,-0.678,9.66
p2616,s3967,No,Female,-0.208,14.805
p2617,s3967,No,Female,1.082,23.664
p2618,s3967,No,Female,-0.808,10.786
p2619,s3967,No,Male,0.502,22.677
p2620,s3967,No,Male,-0.628,15.041
p2621,s3967,No,Female,0.552,15.241
p2622,s3967,No,Female,0.782,12.924
p2623,s3967,No,Female,-0.248,17.995
p2624,s3967,No,Male,0.592,1.918
p2625,s3967,No,Male,0.232,23.696
p2626,s3967,No,Male,-0.368,21.386
p2627,s3967,No,Female,-1.328,-0.052
p2628,s3967,No,Male,-0.198,11.376
p2629,s3967,No,Male,-0.968,7.944
p2630,s3967,No,Male,0.272,9.008
p2631,s3967,No,Male,0.102,3.693
p2632,s3967,No,Male,-0.708,15.008
p2633,s3967,No,Female,-1.048,8.199
p2634,s3967,No,Male,-0.778,0.023
p2635,s3967,No,Male,0.452,17.075
p2636,s3967,No,Male,-0.288,11.198
p2637,s3967,No,Female,-0.038,19.423
p2638,s3967,No,Female,-0.278,2.913
p2639,s3967,No,Male,-0.208,3.197
p2640,s3967,No,Male,1.132,7.264
p2641,s3967,No,Female,-0.158,16.354
p2642,s3967,No,Male,0.322,19.654
p2643,s3967,No,Male,-0.278,20.518
p2644,s3967,No,Male,0.752,10.313
p2645,s3967,No,Male,-0.208,2.558
p2646,s3967,No,Male,-0.538,19.956
p2647,s3967,No,Female,-1.128,19.138
p2648,s3967,No,Male,-0.828,5.924
p2649,s3967,No,Male,-0.688,3.036
p2650,s3967,No,Male,-0.438,13.352
p2651,s3967,No,Male,-0.288,19.056
p2652,s3967,No,Female,-0.358,-1.476
p2653,s3967,No,Male,1.032,15.802
p2654,s3967,No,Female,-0.498,5.253
p2655,s3967,No,Male,1.282,19.612
p2656,s3967,No,Male,-0.168,20.99
p2657,s3967,No,Female,-0.508,17.147
p2658,s3992,No,Male,0.002,23.339
p2659,s3992,Yes,Male,0.082,3.158
p2660,s3992,No,Female,0.502,13.568
p2661,s3992,Yes,Female,-0.298,8.769
p2662,s3992,No,Male,0.392,5.092
p2663,s3992,No,Male,-0.488,12.847
p2664,s3992,No,Female,0.292,17.031
p2665,s3992,Yes,Female,0.912,4.875
p2666,s3992,No,Male,0.702,15.753
p2667,s3992,No,Male,-0.988,8.693
p2668,s3992,Yes,Female,-1.398,21.469
p2669,s3992,Yes,Male,-0.488,22.804
p2670,s3992,Yes,Male,-0.188,16.301
p2671,s3992,No,Female,1.452,22.708
p2672,s3992,Yes,Female,0.072,9.989
p2673,s3992,No,Male,0.832,16.865
p2674,s3992,No,Male,0.592,12.145
p2675,s3992,Yes,Male,-0.088,13.835
p2676,s3992,Yes,Male,0.112,21.684
p2677,s3992,Yes,Male,0.192,14.913
p2678,s3992,Yes,Female,1.062,9.533
p2679,s3992,No,Male,0.402,21.605
p2680,s3992,Yes,Male,0.752,17.043
p2681,s3992,Yes,Female,0.732,19.989
p2682,s3992,Yes,Male,0.152,10.863
p2683,s3992,Yes,Male,-0.118,9.947
p2684,s3992,Yes,Male,0.132,13.715
p2685,s3992,No,Female,1.272,18.596
p2686,s3992,No,Female,-0.048,19.798
p2687,s3992,No,Male,1.102,22.906
p2688,s3992,No,Female,0.462,24.479
p2689,s3992,No,Male,0.022,-0.425
p2690,s3992,Yes,Male,0.912,8.531
p2691,s3992,No,Female,1.422,13.492
p2692,s3992,Yes,Male,0.812,15.828
p2693,s3992,No,Female,-0.178,14.083
p2694,s3992,No,Male,0.532,14.265
p2695,s3992,No,Female,1.122,16.165
p2696,s3992,No,Male,0.832,4.842
p2697,s3992,Yes,Male,0.932,16.585
p2698,s3992,No,Male,-0.648,15.206
p2699,s3992,No,Male,0.292,15.102
p2700,s3992,No,Female,1.312,13.056
p2701,s3992,No,Male,0.172,17.33
p2702,s3992,No,Female,0.842,22.443
p2703,s3992,No,Male,0.702,16.921
p2704,s3992,No,Female,0.682,16.498
p2705,s3992,No,Female,0.452,16.331
p2706,s3992,Yes,Female,-0.108,16.344
p2707,s3992,Yes,Male,0.052,11.747
p2708,s3992,No,Female,0.252,18.595
p2709,s3992,Yes,Male,1.082,10.205
p2710,s3992,Yes,Male,-0.228,8.74
p2711,s3999,Yes,Female,-0.688,19.007
p2712,s3999,Yes,Female,-1.768,2.649
p2713,s3999,Yes,Male,-1.068,-1.231
p2714,s3999,Yes,Male,-1.708,12.769
p2715,s3999,Yes,Female,-0.538,3.356
p2716,s3999,Yes,Female,0.502,18.256
p2717,s3999,Yes,Male,0.382,11.662
p2718,s3999,Yes,Male,-0.408,22.519
p2719,s3999,Yes,Male,-1.048,20.148
p2720,s3999,No,Female,-0.408,8.878
p2721,s3999,Yes,Female,-0.428,14.613
p2722,s3999,Yes,Male,-1.218,2.91
p2723,s3999,No,Female,0.172,14.054
p2724,s3999,Yes,Female,-0.528,7.24
p2725,s3999,Yes,Male,0.142,-1.775
p2726,s3999,Yes,Female,1.292,7.32
p2727,s3999,No,Male,1.222,18.057
p2728,s3999,No,Female,0.322,19.493
p2729,s3999,No,Female,0.102,4.178
p2730,s3999,Yes,Female,0.982,4.722
p2731,s3999,Yes,Female,-0.248,-0.562
p2732,s3999,Yes,Male,-1.368,1.12
p2733,s3999,Yes,Female,0.622,16.955
p2734,s3999,Yes,Female,-1.308,12.144
p2735,s3999,Yes,Female,0.982,10.325
p2736,s3999,No,Male,0.432,12.909
p2737,s3999,Yes,Female,0.062,14.807
p2738,s3999,Yes,Female,-0.708,8.462
p2739,s3999,Yes,Male,-0.138,5.545
p2740,s3999,Yes,Female,-0.258,10.869
p2741,s3999,No,Male,0.702,5.376
p2742,s3999,Yes,Female,-1.088,8.96
p2743,s3999,No,Female,1.222,10.092
p2744,s3999,No,Male,0.222,23.723
p2745,s3999,No,Male,-1.208,13.259
p2746,s3999,Yes,Male,0.002,6.293
p2747,s3999,Yes,Male,0.742,22.461
p2748,s3999,No,Male,1.372,24.479
p2749,s3999,No,Male,-1.618,1.505
p2750,s3999,Yes,Female,-1.378,4.172
p2751,s3999,Yes,Male,0.302,21.445
p2752,s3999,Yes,Female,-0.228,0.976
p2753,s3999,No,Male,1.012,22.723
p2754,s3999,No,Female,-0.208,-1.646
p2755,s3999,No,Male,1.362,20.682
p2756,s3999,No,Female,1.222,17.527
p2757,s4042,No,Male,-0.268,19.706
p2758,s4042,No,Female,0.932,19.666
p2759,s4042,No,Female,0.242,18.506
p2760,s4042,No,Male,0.812,22.732
p2761,s4042,No,Male,-0.008,11.429
p2762,s4042,No,Female,0.732,23.172
p2763,s4042,No,Female,1.372,18.269
p2764,s4042,No,Male,0.752,23.057
p2765,s4042,No,Male,0.852,18.577
p2766,s4042,No,Female,0.772,22.923
p2767,s4042,No,Female,1.282,14.311
p2768,s4042,No,Male,0.232,22.963
p2769,s4042,No,Male,1.072,9.212
p2770,s4042,No,Female,0.462,12.055
p2771,s4042,No,Male,1.082,15.297
p2772,s4042,No,Male,1.202,15.205
p2773,s4042,No,Female,0.702,16.001
p2774,s4042,No,Female,-0.328,13.684
p2775,s4042,No,Female,0.452,24.364
p2776,s4042,No,Male,0.212,14.148
p2777,s4042,No,Female,0.892,23.468
p2778,s4042,No,Male,-0.988,4.54
p2779,s4042,No,Male,0.292,20.672
p2780,s4042,No,Male,-0.478,10.081
p2781,s4042,No,Male,0.012,4.65
p2782,s4042,No,Female,-0.108,3.454
p2783,s4042,No,Female,0.792,14.5
p2784,s4042,No,Male,-0.098,2.245
p2785,s4042,No,Female,0.512,16.003
p2786,s4042,No,Male,0.952,5.658
p2787,s4042,No,Female,0.802,6.16
p2788,s4042,No,Male,1.132,14.27
p2789,s4042,No,Female,-0.498,11.843
p2790,s4042,No,Male,0.832,11.214
p2791,s4042,No,Male,0.782,14.669
p2792,s4042,No,Male,0.982,9.296
p2793,s4042,No,Male,0.942,3.457
p2794,s4042,No,Male,0.622,12.369
p2795,s4042,No,Female,1.062,18.708
p2796,s4042,No,Female,0.792,18.872
p2797,s4042,No,Female,-0.338,22.676
p2798,s4042,No,Male,-0.548,17.503
p2799,s4042,No,Female,0.412,20.427
p2800,s4042,No,Female,0.312,22.489
p2801,s4042,No,Male,-1.058,16.375
p2802,s4042,No,Male,1.202,17.773
p2803,s4042,No,Female,-0.478,12.206
p2804,s4042,No,Male,1.022,19.447
p2805,s4042,No,Female,-0.118,6.24
p2806,s4042,No,Male,0.482,3.687
p2807,s4042,No,Female,0.952,11.733
p2808,s4042,No,Female,-0.588,22.419
p2809,s4042,No,Female,-0.568,5.962
p2810,s4042,No,Male,1.072,13.91
p2811,s4042,No,Female,-0.338,8.638
p2812,s4042,No,Male,0.252,3.319
p2813,s4042,No,Female,-0.418,-0.164
p2814,s4042,No,Male,0.132,19.429
p2815,s4042,No,Male,1.262,15.45
p2816,s4042,No,Male,0.532,12.781
p2817,s4042,No,Female,0.252,18.19
p2818,s4042,No,Male,0.372,9.948
p2819,s4042,No,Male,-0.888,22.236
p2820,s4042,No,Male,1.022,12.107
p2821,s4173,No,Male,0.982,20.592
p2822,s4173,No,Male,0.782,9.83
p2823,s4173,No,Male,-0.118,12.885
p2824,s4173,No,Female,0.142,6.958
p2825,s4173,No,Female,0.492,20.706
p2826,s4173,No,Female,0.222,21.58
p2827,s4173,No,Female,0.032,12.632
p2828,s4173,No,Male,0.612,18.334
p2829,s4173,No,Female,-0.218,11.399
p2830,s4173,No,Female,0.792,21.323
p2831,s4173,Yes,Male,-0.298,4.387
p2832,s4173,No,Female,0.912,12.531
p2833,s4173,No,Male,-0.298,15.017
p2834,s4173,No,Female,0.132,-2.016
p2835,s4173,No,Male,-1.088,3.355
p2836,s4173,No,Male,0.652,7.454
p2837,s4173,No,Female,0.652,19.731
p2838,s4173,No,Female,-0.338,18.336
p2839,s4173,No,Female,-0.298,19.589
p2840,s4173,No,Male,0.142,15.192
p2841,s4173,No,Male,0.482,10.872
p2842,s4173,No,Female,-1.198,11.555
p2843,s4173,No,Female,-0.858,3.316
p2844,s4173,No,Female,-0.178,14.684
p2845,s4173,No,Female,-0.878,7.971
p2846,s4173,No,Female,0.232,24.479
p2847,s4173,No,Female,-0.188,2.429
p2848,s4173,No,Female,-1.128,20.173
p2849,s4173,No,Male,1.262,9.411
p2850,s4173,No,Female,0.252,22.967
p2851,s4173,No,Female,-0.748,11.126
p2852,s4173,No,Female,-0.538,9.247
p2853,s4173,No,Male,-0.278,10.413
p2854,s4173,No,Female,0.842,10.582
p2855,s4173,No,Male,-0.958,-0.203
p2856,s4173,No,Female,-0.028,1.356
p2857,s4173,Yes,Female,1.122,10.257
p2858,s4173,No,Female,0.642,24.247
p2859,s4173,No,Female,0.022,17.737
p2860,s4173,Yes,Female,-0.628,9.955
p2861,s4173,No,Female,0.002,8.26
p2862,s4173,No,Female,-0.048,7.51
p2863,s4173,No,Female,0.432,18.328
p2864,s4173,No,Male,-0.118,23.398
p2865,s4223,No,Male,0.522,19.211
p2866,s4223,No,Male,-0.218,18.509
p2867,s4223,No,Female,-0.298,6.193
p2868,s4223,No,Male,-0.448,23.56
p2869,s4223,No,Female,-0.418,18.582
p2870,s4223,No,Female,-0.898,12.179
p2871,s4223,No,Male,0.002,17.343
p2872,s4223,No,Female,0.242,13.119
p2873,s4223,No,Male,-0.178,19.125
p2874,s4223,No,Female,0.502,22.318
p2875,s4223,No,Female,-0.268,21.978
p2876,s4223,Yes,Male,-1.318,4.427
p2877,s4223,No,Male,0.542,14.98
p2878,s4223,No,Male,0.762,15.522
p2879,s4223,Yes,Female,-0.468,21.606
p2880,s4223,Yes,Female,-1.578,3.034
p2881,s4223,No,Female,-0.078,13.444
p2882,s4223,No,Female,-0.408,22.947
p2883,s4223,No,Male,-0.548,18.891
p2884,s4223,No,Male,-0.328,18.228
p2885,s4223,No,Female,-0.188,17.984
p2886,s4223,No,Male,1.242,20.375
p2887,s4223,No,Female,-0.038,5.758
p2888,s4223,No,Male,0.352,21.813
p2889,s4223,No,Female,-0.078,6.129
p2890,s4223,No,Male,-0.098,18.234
p2891,s4223,No,Female,-0.878,1.5
p2892,s4223,No,Male,-0.638,17.309
p2893,s4223,No,Male,0.702,4.578
p2894,s4223,No,Female,-1.138,15.275
p2895,s4223,No,Male,-0.298,21.95
p2896,s4223,No,Female,0.012,12.957
p2897,s4223,No,Male,0.302,13.734
p2898,s4223,No,Male,-0.078,4.858
p2899,s4223,No,Female,0.602,13.853
p2900,s4223,No,Male,0.662,19.254
