year,gender,nativeBorn,ageGroup,educGroup,vocab,age,educ
1987,female,yes,60+,12 yrs,6,67,12
1987,male,yes,60+,<12 yrs,NA,71,7
1987,female,yes,18-29,<12 yrs,3,21,11
1987,female,yes,60+,13-15 yrs,NA,65,13
1987,male,yes,40-49,12 yrs,6,46,12
1987,female,yes,18-29,12 yrs,6,29,12
1987,female,yes,40-49,<12 yrs,3,41,10
1987,male,no,40-49,13-15 yrs,9,45,15
1987,female,yes,40-49,12 yrs,6,47,12
1987,male,yes,50-59,12 yrs,1,53,12
1987,female,yes,18-29,13-15 yrs,4,25,14
1987,male,yes,18-29,12 yrs,NA,28,12
1987,female,yes,18-29,12 yrs,8,23,12
1987,female,yes,18-29,12 yrs,4,21,12
1987,male,yes,50-59,12 yrs,5,52,12
1987,female,yes,50-59,<12 yrs,3,52,10
1987,female,yes,18-29,<12 yrs,1,22,9
1987,female,yes,30-39,16 yrs,6,34,16
1987,male,yes,18-29,13-15 yrs,6,22,13
1987,female,yes,30-39,16 yrs,6,35,16
1987,female,yes,30-39,16 yrs,8,31,16
1987,male,yes,60+,12 yrs,NA,63,12
1987,female,yes,50-59,12 yrs,10,59,12
1987,female,yes,30-39,12 yrs,6,36,12
1987,female,yes,50-59,<12 yrs,4,50,10
1987,female,yes,60+,<12 yrs,3,86,9
1987,male,yes,30-39,13-15 yrs,5,32,15
1987,male,yes,30-39,12 yrs,6,36,12
1987,female,yes,18-29,12 yrs,5,23,12
1987,female,yes,60+,12 yrs,5,60,12
1987,female,yes,60+,12 yrs,6,64,12
1987,male,yes,60+,12 yrs,6,69,12
1987,male,yes,60+,12 yrs,5,67,12
1987,female,yes,60+,12 yrs,10,62,12
1987,male,yes,60+,12 yrs,5,62,12
1987,female,yes,60+,12 yrs,4,63,12
1987,male,yes,30-39,12 yrs,1,30,12
1987,female,no,40-49,<12 yrs,1,48,6
1987,female,yes,30-39,16 yrs,8,36,16
1987,female,yes,40-49,<12 yrs,4,40,10
1987,male,yes,30-39,<12 yrs,4,34,10
1987,male,yes,30-39,<12 yrs,3,34,8
1987,male,yes,40-49,<12 yrs,2,42,5
1987,female,yes,50-59,<12 yrs,0,51,5
1987,male,yes,40-49,<12 yrs,5,42,6
1987,female,yes,40-49,12 yrs,7,47,12
1987,male,yes,60+,12 yrs,10,74,12
1987,female,yes,60+,<12 yrs,7,66,11
1987,male,yes,40-49,<12 yrs,NA,45,8
1987,female,yes,18-29,16 yrs,6,24,16
1987,male,yes,40-49,12 yrs,6,46,12
1987,male,yes,18-29,>16 yrs,10,29,20
1987,male,yes,18-29,12 yrs,4,21,12
1987,female,yes,60+,16 yrs,10,79,16
1987,male,yes,40-49,<12 yrs,2,46,10
1987,female,yes,30-39,<12 yrs,6,31,11
1987,female,yes,60+,<12 yrs,NA,66,5
1987,female,yes,60+,<12 yrs,NA,74,10
1987,female,yes,30-39,>16 yrs,10,32,18
1987,male,yes,50-59,<12 yrs,3,54,9
1987,female,yes,60+,12 yrs,6,66,12
1987,female,yes,60+,<12 yrs,6,70,11
1987,female,yes,60+,13-15 yrs,7,67,13
1987,male,yes,60+,<12 yrs,4,64,7
1987,female,yes,40-49,12 yrs,6,46,12
1987,female,yes,18-29,13-15 yrs,5,22,15
1987,female,yes,60+,<12 yrs,4,77,6
1987,male,yes,40-49,<12 yrs,4,41,7
1987,male,yes,50-59,<12 yrs,NA,50,3
1987,male,yes,40-49,12 yrs,6,45,12
1987,male,yes,60+,12 yrs,3,62,12
1987,female,yes,30-39,12 yrs,4,35,12
1987,female,yes,40-49,<12 yrs,8,43,11
1987,male,yes,NA,12 yrs,2,NA,12
1987,female,yes,40-49,12 yrs,7,43,12
1987,male,yes,40-49,12 yrs,9,40,12
1987,male,yes,30-39,12 yrs,7,32,12
1987,female,yes,50-59,<12 yrs,6,55,8
1987,male,yes,50-59,<12 yrs,5,59,10
1987,female,yes,60+,12 yrs,5,68,12
1987,male,yes,18-29,12 yrs,7,24,12
1987,male,yes,18-29,12 yrs,5,27,12
1987,male,yes,60+,<12 yrs,NA,85,4
1987,male,yes,30-39,<12 yrs,3,32,11
1987,female,yes,18-29,13-15 yrs,6,29,14
1987,female,yes,60+,<12 yrs,NA,61,9
1987,female,yes,60+,<12 yrs,NA,87,8
1987,female,yes,18-29,<12 yrs,6,26,11
1987,female,yes,30-39,12 yrs,8,32,12
1987,male,yes,50-59,<12 yrs,NA,50,8
1987,female,yes,18-29,12 yrs,6,24,12
1987,female,yes,40-49,13-15 yrs,9,40,15
1987,male,yes,60+,<12 yrs,6,78,10
1987,male,yes,18-29,12 yrs,NA,22,12
1987,female,yes,60+,13-15 yrs,7,63,14
1987,male,yes,50-59,16 yrs,3,51,16
1987,female,yes,40-49,13-15 yrs,6,41,14
1987,female,yes,50-59,16 yrs,8,56,16
1987,male,yes,40-49,16 yrs,8,40,16
1987,male,yes,30-39,13-15 yrs,7,32,14
1987,female,yes,30-39,13-15 yrs,6,37,14
1987,male,yes,30-39,12 yrs,5,34,12
1987,male,yes,50-59,<12 yrs,4,58,3
1987,female,yes,18-29,<12 yrs,6,27,10
1987,male,yes,40-49,13-15 yrs,6,42,14
1987,female,yes,40-49,<12 yrs,5,45,10
1987,female,yes,40-49,<12 yrs,4,44,7
1987,male,yes,60+,<12 yrs,5,88,7
1987,female,yes,18-29,13-15 yrs,6,22,14
1987,male,yes,40-49,12 yrs,2,44,12
1987,male,yes,40-49,12 yrs,3,49,12
1987,female,yes,50-59,12 yrs,4,50,12
1987,female,yes,60+,12 yrs,7,63,12
1987,male,yes,50-59,<12 yrs,0,55,10
1987,female,yes,18-29,13-15 yrs,7,21,14
1987,female,yes,40-49,13-15 yrs,5,48,14
1987,female,yes,30-39,<12 yrs,3,35,9
1987,female,yes,40-49,<12 yrs,NA,47,9
1987,female,yes,60+,>16 yrs,10,73,18
1987,male,yes,50-59,12 yrs,9,58,12
1987,male,yes,60+,13-15 yrs,NA,62,15
1987,female,yes,40-49,>16 yrs,10,41,18
1987,female,yes,40-49,16 yrs,4,43,16
1987,male,yes,40-49,12 yrs,7,45,12
1987,male,yes,18-29,12 yrs,6,24,12
1987,female,yes,30-39,>16 yrs,7,38,18
1987,female,yes,18-29,13-15 yrs,7,21,14
1987,male,yes,18-29,13-15 yrs,9,22,14
1987,female,yes,18-29,13-15 yrs,3,22,14
1987,female,yes,18-29,13-15 yrs,6,20,13
1987,female,yes,18-29,13-15 yrs,4,22,15
1987,female,yes,30-39,>16 yrs,10,30,20
1987,male,yes,18-29,13-15 yrs,7,21,14
1987,female,yes,60+,13-15 yrs,6,66,13
1987,male,yes,60+,16 yrs,8,68,16
1987,female,yes,60+,12 yrs,6,67,12
1987,female,yes,60+,12 yrs,6,61,12
1987,female,yes,18-29,>16 yrs,8,26,17
1987,female,yes,40-49,12 yrs,6,47,12
1987,female,yes,60+,12 yrs,6,68,12
1987,male,yes,60+,<12 yrs,4,80,8
1987,female,yes,18-29,16 yrs,10,25,16
1987,female,yes,18-29,>16 yrs,6,27,17
1987,female,yes,50-59,16 yrs,6,53,16
1987,male,yes,60+,13-15 yrs,8,72,14
1987,male,yes,18-29,16 yrs,6,28,16
1987,female,yes,40-49,<12 yrs,6,42,9
1987,female,yes,30-39,13-15 yrs,6,33,14
1987,female,yes,40-49,<12 yrs,4,42,8
1987,male,yes,30-39,13-15 yrs,8,30,15
1987,male,yes,50-59,<12 yrs,4,54,9
1987,male,yes,30-39,<12 yrs,3,31,5
1987,female,yes,60+,<12 yrs,4,79,7
1987,female,yes,60+,<12 yrs,5,65,5
1987,male,yes,30-39,12 yrs,6,34,12
1987,male,yes,18-29,16 yrs,8,27,16
1987,male,yes,18-29,16 yrs,8,23,16
1987,male,yes,40-49,12 yrs,4,44,12
1987,male,yes,18-29,12 yrs,6,25,12
1987,male,yes,30-39,>16 yrs,9,32,18
1987,male,yes,18-29,13-15 yrs,4,29,14
1987,male,yes,30-39,>16 yrs,10,35,17
1987,female,no,60+,16 yrs,10,62,16
1987,female,yes,30-39,>16 yrs,9,39,17
1987,female,no,18-29,16 yrs,7,24,16
1987,female,no,30-39,>16 yrs,9,39,19
1987,female,yes,40-49,13-15 yrs,10,46,13
1987,female,yes,30-39,16 yrs,9,33,16
1987,female,yes,18-29,12 yrs,6,28,12
1987,female,yes,30-39,16 yrs,9,38,16
1987,female,yes,30-39,>16 yrs,10,38,18
1987,male,yes,40-49,16 yrs,9,40,16
1987,male,no,30-39,13-15 yrs,6,34,15
1987,male,yes,40-49,>16 yrs,9,45,19
1987,female,yes,40-49,12 yrs,9,45,12
1987,female,yes,30-39,13-15 yrs,7,37,13
1987,female,yes,18-29,13-15 yrs,8,27,14
1987,male,yes,50-59,13-15 yrs,9,52,13
1987,female,yes,30-39,>16 yrs,9,37,19
1987,male,yes,18-29,16 yrs,6,26,16
1987,male,yes,30-39,16 yrs,6,37,16
1987,male,yes,30-39,13-15 yrs,10,36,14
1987,female,yes,50-59,12 yrs,7,59,12
1987,male,yes,60+,12 yrs,5,75,12
1987,female,yes,18-29,<12 yrs,8,25,10
1987,male,yes,50-59,13-15 yrs,5,50,14
1987,female,yes,40-49,12 yrs,5,45,12
1987,male,yes,60+,<12 yrs,10,78,10
1987,female,yes,18-29,12 yrs,6,27,12
1987,female,yes,18-29,<12 yrs,4,19,11
1987,female,yes,60+,<12 yrs,6,64,10
1987,female,yes,18-29,>16 yrs,7,28,17
1987,female,yes,60+,12 yrs,8,73,12
1987,male,yes,30-39,16 yrs,6,35,16
1987,female,yes,30-39,16 yrs,7,30,16
1987,female,yes,50-59,12 yrs,6,58,12
1987,female,yes,18-29,13-15 yrs,6,29,14
1987,female,yes,30-39,16 yrs,9,30,16
1987,male,yes,18-29,12 yrs,6,19,12
1987,male,yes,40-49,>16 yrs,9,48,18
1987,male,yes,30-39,16 yrs,6,30,16
1987,female,yes,30-39,12 yrs,6,34,12
1987,female,yes,40-49,>16 yrs,9,48,20
1987,male,yes,50-59,16 yrs,8,53,16
1987,female,yes,60+,16 yrs,9,67,16
1987,female,yes,40-49,13-15 yrs,8,46,14
1987,female,yes,18-29,12 yrs,6,29,12
1987,female,yes,30-39,>16 yrs,10,35,17
1987,male,yes,60+,13-15 yrs,7,64,15
1987,female,yes,18-29,12 yrs,3,20,12
1987,female,yes,18-29,13-15 yrs,7,28,14
1987,male,yes,40-49,>16 yrs,6,46,18
1987,male,yes,40-49,16 yrs,6,44,16
1987,male,yes,30-39,12 yrs,9,33,12
1987,female,yes,18-29,13-15 yrs,6,28,15
1987,male,no,50-59,16 yrs,3,53,16
1987,male,yes,40-49,16 yrs,8,40,16
1987,female,yes,40-49,16 yrs,8,46,16
1987,male,yes,40-49,16 yrs,6,45,16
1987,female,yes,50-59,13-15 yrs,10,57,14
1987,female,yes,60+,12 yrs,8,72,12
1987,male,yes,60+,16 yrs,6,78,16
1987,male,yes,60+,16 yrs,7,66,16
1987,female,yes,60+,13-15 yrs,NA,83,14
1987,female,yes,60+,12 yrs,1,70,12
1987,male,yes,30-39,12 yrs,6,35,12
1987,female,yes,60+,<12 yrs,5,61,8
1987,male,yes,50-59,<12 yrs,3,53,10
1987,female,yes,60+,12 yrs,4,73,12
1987,female,no,60+,<12 yrs,5,67,8
1987,female,yes,18-29,12 yrs,6,19,12
1987,male,yes,30-39,>16 yrs,9,38,17
1987,female,yes,50-59,12 yrs,5,56,12
1987,female,yes,50-59,12 yrs,7,59,12
1987,female,yes,18-29,12 yrs,5,29,12
1987,male,yes,30-39,13-15 yrs,6,38,14
1987,female,yes,30-39,16 yrs,7,36,16
1987,male,yes,18-29,13-15 yrs,10,25,15
1987,female,yes,40-49,12 yrs,9,42,12
1987,male,yes,40-49,12 yrs,6,48,12
1987,female,yes,60+,12 yrs,7,64,12
1987,male,yes,18-29,13-15 yrs,8,26,14
1987,female,yes,30-39,>16 yrs,6,35,18
1987,female,yes,50-59,<12 yrs,NA,58,9
1987,female,yes,60+,<12 yrs,NA,73,4
1987,female,yes,60+,13-15 yrs,7,71,14
1987,female,yes,60+,12 yrs,7,72,12
1987,male,yes,30-39,12 yrs,6,31,12
1987,female,yes,60+,12 yrs,5,62,12
1987,female,yes,30-39,12 yrs,4,30,12
1987,male,yes,40-49,13-15 yrs,6,40,14
1987,male,yes,40-49,13-15 yrs,1,47,14
1987,female,yes,60+,12 yrs,6,60,12
1987,male,yes,60+,<12 yrs,6,71,9
1987,female,no,60+,<12 yrs,7,60,8
1987,female,yes,30-39,13-15 yrs,6,35,13
1987,female,yes,30-39,<12 yrs,6,33,10
1987,male,yes,50-59,12 yrs,6,55,12
1987,male,yes,40-49,12 yrs,6,49,12
1987,female,yes,18-29,13-15 yrs,6,26,13
1987,female,yes,18-29,12 yrs,8,27,12
1987,male,yes,40-49,13-15 yrs,6,42,15
1987,female,yes,40-49,<12 yrs,3,43,11
1987,male,yes,40-49,16 yrs,6,44,16
1987,male,yes,40-49,12 yrs,4,48,12
1987,female,yes,30-39,>16 yrs,9,34,18
1987,female,yes,30-39,>16 yrs,10,36,20
1987,female,yes,60+,<12 yrs,3,64,8
1987,female,yes,40-49,>16 yrs,3,47,18
1987,male,yes,60+,13-15 yrs,4,65,15
1987,female,yes,50-59,13-15 yrs,6,59,14
1987,male,yes,30-39,12 yrs,8,38,12
1987,female,yes,30-39,12 yrs,5,33,12
1987,male,yes,60+,12 yrs,7,79,12
1987,female,yes,60+,<12 yrs,7,83,8
1987,female,yes,60+,13-15 yrs,7,65,13
1987,male,yes,60+,13-15 yrs,7,62,14
1987,male,yes,40-49,13-15 yrs,6,48,13
1987,male,yes,18-29,12 yrs,3,22,12
1987,female,yes,18-29,12 yrs,1,26,12
1987,female,yes,18-29,<12 yrs,4,19,11
1987,male,yes,18-29,13-15 yrs,8,21,15
1987,female,yes,60+,12 yrs,7,81,12
1987,female,yes,40-49,13-15 yrs,8,40,14
1987,male,yes,30-39,12 yrs,7,35,12
1987,male,yes,40-49,13-15 yrs,8,44,14
1987,male,yes,30-39,13-15 yrs,7,38,15
1987,female,yes,40-49,13-15 yrs,8,45,14
1987,female,yes,50-59,13-15 yrs,6,53,14
1987,male,yes,30-39,>16 yrs,6,31,17
1987,male,yes,18-29,>16 yrs,8,29,17
1987,female,yes,18-29,13-15 yrs,6,27,13
1987,female,yes,30-39,>16 yrs,9,31,17
1987,male,yes,18-29,13-15 yrs,6,27,14
1987,female,yes,30-39,12 yrs,7,39,12
1987,male,yes,18-29,16 yrs,10,26,16
1987,male,yes,18-29,>16 yrs,7,27,18
1987,female,yes,30-39,>16 yrs,6,32,18
1987,female,yes,40-49,12 yrs,9,44,12
1987,female,yes,30-39,>16 yrs,8,38,19
1987,male,no,30-39,>16 yrs,1,39,19
1987,female,yes,40-49,<12 yrs,7,43,9
1987,male,yes,30-39,13-15 yrs,6,37,14
1987,female,yes,30-39,13-15 yrs,6,35,14
1987,female,yes,18-29,<12 yrs,4,19,11
1987,male,yes,30-39,>16 yrs,6,30,17
1987,male,yes,40-49,>16 yrs,6,42,17
1987,female,yes,50-59,12 yrs,7,58,12
1987,male,yes,18-29,12 yrs,5,19,12
1987,female,yes,30-39,13-15 yrs,6,38,13
1987,male,yes,60+,13-15 yrs,8,68,15
1987,female,yes,60+,13-15 yrs,6,62,14
1987,male,yes,60+,13-15 yrs,5,64,15
1987,female,yes,60+,12 yrs,7,74,12
1987,male,yes,18-29,12 yrs,5,21,12
1987,male,yes,60+,12 yrs,5,72,12
1987,male,yes,60+,12 yrs,7,66,12
1987,female,yes,40-49,16 yrs,6,40,16
1987,female,no,18-29,12 yrs,4,19,12
1987,female,yes,60+,<12 yrs,4,82,8
1987,female,yes,60+,12 yrs,7,64,12
1987,male,yes,50-59,16 yrs,10,57,16
1987,female,yes,60+,12 yrs,5,81,12
1987,female,yes,60+,<12 yrs,8,79,10
1987,female,yes,60+,12 yrs,NA,73,12
1987,female,yes,60+,<12 yrs,5,66,11
1987,female,yes,30-39,16 yrs,7,38,16
1987,female,yes,18-29,12 yrs,7,29,12
1987,female,yes,60+,<12 yrs,6,81,10
1987,male,no,60+,<12 yrs,4,73,6
1987,female,yes,60+,<12 yrs,4,68,8
1987,female,yes,60+,<12 yrs,NA,89,10
1987,female,yes,50-59,12 yrs,5,54,12
1987,female,yes,30-39,12 yrs,5,38,12
1987,male,yes,40-49,12 yrs,6,49,12
1987,female,yes,18-29,12 yrs,7,29,12
1987,female,no,60+,12 yrs,4,64,12
1987,male,yes,60+,12 yrs,7,76,12
1987,male,yes,NA,<12 yrs,6,NA,8
1987,female,yes,60+,<12 yrs,7,72,9
1987,female,yes,40-49,<12 yrs,4,43,10
1987,female,yes,40-49,12 yrs,9,45,12
1987,male,yes,30-39,<12 yrs,NA,30,6
1987,male,yes,60+,<12 yrs,6,80,8
1987,female,yes,30-39,16 yrs,9,31,16
1987,male,yes,30-39,13-15 yrs,5,39,13
1987,female,yes,50-59,12 yrs,4,52,12
1987,male,yes,60+,<12 yrs,NA,78,9
1987,male,yes,60+,<12 yrs,6,66,11
1987,female,yes,60+,13-15 yrs,5,63,13
1987,female,yes,60+,12 yrs,9,73,12
1987,female,yes,60+,13-15 yrs,7,69,14
1987,female,yes,18-29,12 yrs,7,29,12
1987,male,no,60+,<12 yrs,5,68,10
1987,female,yes,30-39,12 yrs,7,35,12
1987,female,yes,50-59,12 yrs,7,53,12
1987,female,yes,40-49,<12 yrs,4,47,10
1987,female,yes,40-49,<12 yrs,7,40,11
1987,female,yes,60+,<12 yrs,9,65,8
1987,male,yes,30-39,16 yrs,7,34,16
1987,female,yes,18-29,13-15 yrs,6,26,13
1987,female,yes,60+,<12 yrs,4,66,9
1987,female,yes,18-29,16 yrs,6,28,16
1987,female,yes,60+,12 yrs,7,62,12
1987,female,yes,60+,<12 yrs,5,67,8
1987,male,yes,60+,<12 yrs,9,83,7
1987,male,yes,60+,<12 yrs,3,84,8
1987,female,yes,30-39,13-15 yrs,7,31,14
1987,female,yes,30-39,16 yrs,8,38,16
1987,female,yes,18-29,12 yrs,8,28,12
1987,female,yes,60+,<12 yrs,NA,70,8
1987,male,no,60+,13-15 yrs,5,68,15
1987,male,yes,60+,12 yrs,6,65,12
1987,female,yes,40-49,12 yrs,4,49,12
1987,male,yes,50-59,<12 yrs,NA,53,8
1987,female,yes,30-39,16 yrs,6,35,16
1987,female,yes,50-59,13-15 yrs,4,59,13
1987,female,yes,60+,<12 yrs,NA,75,7
1987,female,yes,30-39,12 yrs,NA,36,12
1987,male,yes,18-29,13-15 yrs,4,24,13
1987,male,yes,60+,13-15 yrs,6,69,13
1987,female,yes,60+,<12 yrs,7,73,10
1987,female,yes,60+,12 yrs,8,61,12
1987,male,yes,50-59,13-15 yrs,9,50,15
1987,female,yes,40-49,<12 yrs,5,48,8
1987,male,yes,60+,<12 yrs,NA,86,8
1987,female,yes,18-29,>16 yrs,7,27,18
1987,female,yes,50-59,12 yrs,8,53,12
1987,female,yes,40-49,13-15 yrs,1,46,13
1987,male,yes,40-49,16 yrs,4,41,16
1987,male,yes,30-39,13-15 yrs,5,33,13
1987,female,yes,18-29,<12 yrs,5,19,11
1987,male,yes,30-39,<12 yrs,1,37,9
1987,female,yes,50-59,<12 yrs,2,59,11
1987,female,yes,40-49,13-15 yrs,9,41,14
1987,female,yes,50-59,12 yrs,8,51,12
1987,female,yes,30-39,13-15 yrs,6,34,13
1987,male,yes,60+,12 yrs,7,75,12
1987,female,yes,50-59,<12 yrs,7,51,9
1987,female,yes,50-59,12 yrs,7,55,12
1987,female,yes,30-39,12 yrs,7,38,12
1987,female,yes,60+,<12 yrs,NA,88,8
1987,male,yes,30-39,12 yrs,7,34,12
1987,male,yes,60+,<12 yrs,NA,75,7
1987,female,yes,30-39,13-15 yrs,6,31,13
1987,male,yes,30-39,16 yrs,10,36,16
1987,female,yes,40-49,13-15 yrs,7,43,13
1987,female,yes,50-59,13-15 yrs,6,59,13
1987,female,yes,50-59,12 yrs,7,52,12
1987,male,yes,50-59,>16 yrs,6,55,18
1987,female,yes,30-39,13-15 yrs,9,38,14
1987,male,yes,30-39,12 yrs,6,36,12
1987,male,yes,40-49,>16 yrs,7,43,17
1987,female,yes,40-49,16 yrs,7,40,16
1987,female,yes,40-49,>16 yrs,10,40,18
1987,male,yes,60+,12 yrs,3,61,12
1987,male,yes,50-59,12 yrs,8,55,12
1987,male,yes,60+,<12 yrs,NA,82,8
1987,male,yes,60+,12 yrs,7,89,12
1987,female,no,18-29,<12 yrs,4,29,10
1987,female,yes,50-59,13-15 yrs,5,58,13
1987,male,yes,18-29,12 yrs,6,23,12
1987,female,yes,60+,<12 yrs,NA,89,11
1987,male,yes,60+,<12 yrs,2,86,8
1987,male,yes,60+,<12 yrs,4,71,8
1987,female,yes,50-59,12 yrs,6,52,12
1987,male,yes,18-29,>16 yrs,6,27,18
1987,female,yes,30-39,12 yrs,4,32,12
1987,male,yes,30-39,13-15 yrs,6,36,15
1987,female,yes,30-39,13-15 yrs,6,33,13
1987,male,yes,30-39,16 yrs,8,37,16
1987,male,yes,30-39,13-15 yrs,5,35,13
1987,female,yes,50-59,12 yrs,6,55,12
1987,male,yes,50-59,13-15 yrs,7,55,13
1987,female,yes,60+,<12 yrs,4,75,8
1987,female,yes,18-29,12 yrs,5,29,12
1987,female,yes,18-29,12 yrs,5,28,12
1987,female,yes,60+,>16 yrs,10,73,20
1987,female,NA,60+,NA,NA,84,NA
1987,female,yes,60+,12 yrs,6,72,12
1987,female,yes,50-59,<12 yrs,6,57,10
1987,male,yes,40-49,12 yrs,7,40,12
1987,female,yes,30-39,12 yrs,4,30,12
1987,male,yes,18-29,<12 yrs,5,23,8
1987,female,NA,60+,NA,NA,63,NA
1987,female,yes,50-59,<12 yrs,3,56,8
1987,male,yes,50-59,13-15 yrs,4,53,15
1987,male,yes,30-39,12 yrs,3,30,12
1987,female,yes,40-49,12 yrs,5,47,12
1987,male,yes,18-29,<12 yrs,5,19,11
1987,male,yes,50-59,12 yrs,6,55,12
1987,male,yes,60+,12 yrs,5,63,12
1987,female,yes,40-49,12 yrs,6,47,12
1987,male,yes,60+,<12 yrs,6,85,8
1987,male,yes,40-49,12 yrs,7,40,12
1987,male,yes,18-29,12 yrs,5,24,12
1987,female,yes,60+,<12 yrs,5,78,9
1987,female,yes,18-29,12 yrs,6,24,12
1987,female,yes,60+,<12 yrs,6,69,11
1987,male,yes,30-39,13-15 yrs,6,32,15
1987,male,yes,30-39,13-15 yrs,4,30,14
1987,female,yes,18-29,13-15 yrs,6,28,13
1987,female,NA,60+,12 yrs,3,89,12
1987,female,yes,18-29,12 yrs,8,19,12
1987,female,yes,30-39,>16 yrs,6,31,18
1987,female,yes,60+,12 yrs,5,61,12
1987,female,yes,18-29,12 yrs,5,19,12
1987,female,yes,18-29,<12 yrs,2,26,11
1987,male,yes,60+,<12 yrs,4,71,8
1987,male,yes,30-39,13-15 yrs,8,38,14
1987,female,yes,60+,<12 yrs,4,69,8
1987,female,yes,30-39,12 yrs,7,34,12
1987,female,yes,60+,<12 yrs,4,65,8
1987,female,yes,30-39,16 yrs,5,31,16
1987,male,yes,30-39,>16 yrs,10,36,17
1987,male,yes,40-49,12 yrs,4,48,12
1987,male,yes,50-59,12 yrs,4,55,12
1987,female,yes,50-59,<12 yrs,4,57,8
1987,male,yes,60+,<12 yrs,4,74,8
1987,male,yes,40-49,12 yrs,7,43,12
1987,female,yes,50-59,<12 yrs,4,59,9
1987,male,yes,60+,12 yrs,8,63,12
1987,female,yes,18-29,12 yrs,5,23,12
1987,female,yes,30-39,12 yrs,4,37,12
1987,male,yes,18-29,<12 yrs,6,19,8
1987,female,yes,18-29,<12 yrs,NA,28,9
1987,male,yes,30-39,<12 yrs,3,32,10
1987,female,yes,40-49,13-15 yrs,8,45,14
1987,female,yes,60+,<12 yrs,2,70,8
1987,female,yes,50-59,13-15 yrs,5,57,13
1987,female,yes,60+,<12 yrs,3,61,10
1987,female,yes,60+,13-15 yrs,8,73,15
1987,male,yes,30-39,13-15 yrs,6,32,14
1987,female,yes,40-49,<12 yrs,3,47,11
1987,female,yes,50-59,<12 yrs,2,59,4
1987,female,yes,60+,12 yrs,6,66,12
1987,male,yes,60+,12 yrs,8,61,12
1987,female,yes,18-29,12 yrs,8,21,12
1987,female,yes,18-29,12 yrs,3,20,12
1987,male,yes,30-39,12 yrs,2,30,12
1987,female,yes,60+,<12 yrs,1,79,7
1987,female,yes,60+,12 yrs,5,67,12
1987,female,yes,60+,<12 yrs,2,76,6
1987,female,yes,60+,<12 yrs,2,80,7
1987,female,yes,18-29,13-15 yrs,6,28,14
1987,male,yes,40-49,<12 yrs,2,45,11
1987,male,yes,50-59,13-15 yrs,4,57,14
1987,male,yes,40-49,<12 yrs,4,40,6
1987,male,yes,18-29,12 yrs,6,28,12
1987,male,yes,18-29,12 yrs,2,22,12
1987,female,yes,60+,<12 yrs,6,72,10
1987,male,yes,18-29,16 yrs,9,23,16
1987,female,yes,60+,<12 yrs,1,68,2
1987,female,yes,18-29,13-15 yrs,5,25,13
1987,female,yes,60+,<12 yrs,NA,77,6
1987,male,yes,50-59,12 yrs,5,53,12
1987,male,yes,18-29,13-15 yrs,8,26,15
1987,male,yes,18-29,12 yrs,5,23,12
1987,female,yes,30-39,13-15 yrs,5,35,13
1987,male,yes,18-29,12 yrs,5,28,12
1987,male,yes,60+,<12 yrs,NA,78,10
1987,male,yes,40-49,13-15 yrs,7,40,14
1987,male,yes,50-59,12 yrs,3,58,12
1987,female,yes,40-49,13-15 yrs,7,47,15
1987,male,yes,18-29,12 yrs,6,23,12
1987,male,yes,60+,<12 yrs,7,72,9
1987,female,yes,18-29,13-15 yrs,3,21,14
1987,male,yes,18-29,12 yrs,4,27,12
1987,male,yes,18-29,12 yrs,8,25,12
1987,female,no,30-39,12 yrs,0,39,12
1987,male,yes,18-29,12 yrs,3,27,12
1987,male,yes,18-29,12 yrs,5,22,12
1987,male,yes,40-49,<12 yrs,4,41,10
1987,male,yes,40-49,12 yrs,6,49,12
1987,male,yes,40-49,<12 yrs,7,49,5
1987,male,yes,40-49,13-15 yrs,7,40,14
1987,female,yes,40-49,12 yrs,5,40,12
1987,male,yes,50-59,<12 yrs,1,51,8
1987,male,yes,30-39,<12 yrs,4,34,10
1987,female,no,60+,12 yrs,10,74,12
1987,female,no,60+,<12 yrs,9,64,11
1987,male,yes,18-29,12 yrs,10,23,12
1987,female,yes,18-29,12 yrs,6,22,12
1987,female,yes,18-29,13-15 yrs,5,24,14
1987,female,yes,60+,12 yrs,6,75,12
1987,female,yes,18-29,12 yrs,6,18,12
1987,male,no,60+,12 yrs,6,63,12
1987,female,yes,60+,12 yrs,6,72,12
1987,female,yes,40-49,13-15 yrs,8,42,14
1987,female,yes,60+,12 yrs,9,75,12
1987,female,yes,50-59,12 yrs,8,51,12
1987,female,yes,60+,12 yrs,5,64,12
1987,male,yes,30-39,<12 yrs,7,39,11
1987,female,yes,60+,<12 yrs,9,70,11
1987,female,yes,40-49,<12 yrs,4,48,10
1987,male,yes,18-29,<12 yrs,NA,28,7
1987,female,yes,18-29,<12 yrs,1,28,11
1987,female,yes,18-29,13-15 yrs,5,21,13
1987,female,yes,18-29,12 yrs,3,23,12
1987,female,yes,30-39,13-15 yrs,NA,38,14
1987,male,yes,40-49,16 yrs,8,40,16
1987,female,yes,60+,13-15 yrs,8,60,13
1987,female,yes,40-49,<12 yrs,3,44,8
1987,female,yes,60+,<12 yrs,NA,69,7
1987,male,yes,18-29,12 yrs,3,29,12
1987,female,yes,18-29,16 yrs,10,29,16
1987,male,yes,60+,12 yrs,3,69,12
1987,male,yes,30-39,12 yrs,3,34,12
1987,female,yes,30-39,16 yrs,4,30,16
1987,female,yes,60+,<12 yrs,NA,85,7
